countryName,countryCode,emissionPerCap,totalEmission,continent
디이엔티,A,37.1,37.1,제조업
디젠스,A,24.3,24.3,제조업
디지비캐피탈,A,52.9,52.9,금융 및 보험업
디지아이,A,37,37,제조업
디지캡,A,23.1,23.1,정보통신업
디지탈옵틱,A,4.7,4.7,제조업
디지털대성,A,32.6,32.6,교육 서비스업
디지털타임스,A,28.6,28.6,정보통신업
디지틀조선일보,A,28.9,28.9,정보통신업
디케이디앤아이,A,10.8,10.8,제조업
디케이락,A,13.9,13.9,제조업
디티알오토모티브,A,16.9,16.9,제조업
디티앤씨,A,38.5,38.5,"전문, 과학 및 기술 서비스업"
디피씨,A,39.3,39.3,제조업
딜리,A,13.7,13.7,제조업
라온시큐어,A,28.3,28.3,정보통신업
라온테크,A,38.1,38.1,제조업
라이브플렉스,A,43.6,43.6,도매 및 소매업
라이온켐텍,A,22.7,22.7,제조업
라이트론,A,30.4,30.4,제조업
나노메딕스,A,-28.6,-28.6,제조업
라이프사이언스테크놀로지,A,52,52,정보통신업
라파스,A,23.7,23.7,제조업
락앤락,A,35.6,35.6,제조업
래몽래인,A,17.8,17.8,정보통신업
램테크놀러지,A,55.6,55.6,제조업
랩지노믹스,A,24.4,24.4,"전문, 과학 및 기술 서비스업"
럭스피아,A,35.6,35.6,제조업
레고켐바이오사이언스,A,26.3,26.3,"전문, 과학 및 기술 서비스업"
레드로버,A,29.9,29.9,정보통신업
레드캡투어,A,26.3,26.3,"사업시설 관리, 사업 지원 및 임대 서비스업"
레이언스,A,43.4,43.4,제조업
레이젠,A,31.4,31.4,제조업
렉스필드컨트리클럽,A,17.8,17.8,"예술, 스포츠 및 여가관련 서비스업"
로고스바이오시스템스,A,53.1,53.1,제조업
로보로보,A,32,32,제조업
로보스타,A,38.1,38.1,제조업
로보쓰리,A,44,44,"전문, 과학 및 기술 서비스업"
로지시스,A,17.6,17.6,정보통신업
로체시스템즈,A,32.6,32.6,제조업
롯데건설,A,35.2,35.2,건설업
롯데관광개발,A,18.7,18.7,"사업시설 관리, 사업 지원 및 임대 서비스업"
롯데글로벌로지스,A,32.7,32.7,운수 및 창고업
롯데렌탈,A,36,36,"사업시설 관리, 사업 지원 및 임대 서비스업"
롯데로지스틱스,A,25.5,25.5,운수 및 창고업
롯데손해보험,A,42.5,42.5,금융 및 보험업
롯데쇼핑,A,48.4,48.4,도매 및 소매업
롯데오토리스,A,53.8,53.8,금융 및 보험업
롯데정밀화학,A,45.9,45.9,제조업
롯데칠성음료,A,45.3,45.3,제조업
롯데카드,A,38.9,38.9,금융 및 보험업
롯데캐피탈,A,45.1,45.1,금융 및 보험업
롯데케미칼,A,41,41,제조업
롯데푸드,A,32.1,32.1,제조업
롯데하이마트,A,40.4,40.4,도매 및 소매업
루멘스,A,31.4,31.4,제조업
루미마이크로,A,12.3,12.3,제조업
루켄테크놀러지스,A,15.9,15.9,제조업
루트로닉,A,22.1,22.1,제조업
루트원플러스,A,37.7,37.7,제조업
룽투코리아,A,24.4,24.4,정보통신업
리노공업,A,37.5,37.5,제조업
리노스,A,42.7,42.7,도매 및 소매업
리더스코스메틱,A,37.9,37.9,제조업
리독스바이오,A,11.3,11.3,제조업
리드,A,41.1,41.1,제조업
리드코프,A,17.8,17.8,도매 및 소매업
리켐,A,30.5,30.5,제조업
린드먼아시아인베스트먼트,A,16.2,16.2,금융 및 보험업
링네트,A,24,24,정보통신업
링크제니시스,A,28.2,28.2,정보통신업
마니커,A,14.3,14.3,제조업
마이다스아이티,A,18.8,18.8,정보통신업
마이크로컨텍솔루션,A,54.7,54.7,제조업
마이크로프랜드,A,33.6,33.6,제조업
마제스타,A,25.1,25.1,"예술, 스포츠 및 여가관련 서비스업"
마크로젠,A,26.2,26.2,"전문, 과학 및 기술 서비스업"
만도,A,32.6,32.6,제조업
매경닷컴,A,26.7,26.7,정보통신업
매일방송,A,34.6,34.6,정보통신업
매일유업,A,23.3,23.3,제조업
매일홀딩스,A,54.1,54.1,금융 및 보험업
매직마이크로,A,30.1,30.1,제조업
매커스,A,38.6,38.6,도매 및 소매업
맥스로텍,A,35,35,제조업
멀티캠퍼스,A,20.4,20.4,교육 서비스업
멈스,A,26.2,26.2,제조업
메가스터디,A,28.8,28.8,정보통신업
메가스터디교육,A,24.6,24.6,교육 서비스업
메가엠디,A,29.2,29.2,교육 서비스업
메가젠임플란트,A,60,60.2,제조업
메디셀,A,30.8,30.8,제조업
메디쎄이,A,28.9,28.9,제조업
메디아나,A,32.5,32.5,제조업
메디안디노스틱,A,26.9,26.9,제조업
메디오젠,A,39.7,39.7,제조업
메디젠휴먼케어,A,12.5,12.5,"전문, 과학 및 기술 서비스업"
메디키네틱스,A,14.1,14.1,제조업
메디톡스,A,45.3,45.3,제조업
메디포스트,A,18.2,18.2,제조업
메디프론디비티,A,2.1,2.1,도매 및 소매업
메디플란트,A,24.7,24.7,"사업시설 관리, 사업 지원 및 임대 서비스업"
메르세데스벤츠파이낸셜서비스코리아,A,53.4,53.4,도매 및 소매업
메리츠금융지주,A,20,20,금융 및 보험업
메리츠종합금융증권,A,53.5,53.5,금융 및 보험업
메리츠캐피탈,A,58.8,58.8,금융 및 보험업
메리츠화재해상보험,A,39.2,39.2,금융 및 보험업
메지온,A,23.3,23.3,"전문, 과학 및 기술 서비스업"
메카로,A,50,50,제조업
메타바이오메드,A,25.7,25.7,제조업
멕아이씨에스,A,37.1,37.1,제조업
멜파스,A,39.1,39.1,제조업
명문제약,A,42.9,42.9,제조업
모나리자,A,47.8,47.8,제조업
모나미,A,46.3,46.3,도매 및 소매업
모다,A,41.4,41.4,제조업
모다이노칩,A,38.9,38.9,제조업
모두투어네트워크,A,20.2,20.2,"사업시설 관리, 사업 지원 및 임대 서비스업"
모두투어자기관리부동산투자회사,A,17.7,17.7,부동산업
모바일리더,A,3.1,3.1,정보통신업
모바일어플라이언스,A,40.4,40.4,정보통신업
모베이스,A,55.6,55.6,제조업
모보,A,41.3,41.3,제조업
모비스,A,0.1,0.1,정보통신업
모토닉,A,34.2,34.2,제조업
모트렉스,A,20.4,20.4,제조업
무림에스피,A,35.8,35.8,제조업
무림페이퍼,A,31.3,31.3,제조업
무림피앤피,A,45.3,45.3,제조업
무학,A,50,50,제조업
무한비트,A,39,39,정보통신업
문경관광개발,A,27.6,27.6,"예술, 스포츠 및 여가관련 서비스업"
문배철강,A,27.1,27.1,제조업
미니멈컬렉션,A,19.6,19.6,제조업
미동앤씨네마,A,60,60.4,제조업
미디어젠,A,4.1,4.1,정보통신업
미라콤아이앤씨,A,8.6,8.6,정보통신업
미래나노텍,A,25,25,제조업
미래산업,A,41.3,41.3,제조업
미래생명자원,A,28.4,28.4,제조업
미래아이앤지,A,26.8,26.8,정보통신업
미래에셋대우,A,40.4,40.4,금융 및 보험업
미래에셋생명보험,A,38.2,38.2,금융 및 보험업
미래에셋자산운용,A,38.8,38.8,금융 및 보험업
미래에셋캐피탈,A,52.5,52.5,금융 및 보험업
미래엔,A,12,12,정보통신업
미래컴퍼니,A,18.2,18.2,제조업
미래테크놀로지,A,49.9,49.9,정보통신업
미성포리테크,A,40.8,40.8,제조업
미스터블루,A,26.1,26.1,정보통신업
미애부,A,26.7,26.7,도매 및 소매업
미원상사,A,9.3,9.3,제조업
미원스페셜티케미칼,A,15,15,제조업
넥스트엔터테인먼트월드,A,-28.2,-28.2,정보통신업
미원화학,A,0.8,0.8,제조업
미주제강,A,13.3,13.3,제조업
미창석유공업,A,56.6,56.6,제조업
미코,A,15.2,15.2,제조업
미코나노바이오시스,A,27.2,27.2,제조업
미투온,A,28.9,28.9,정보통신업
민앤지,A,23.7,23.7,정보통신업
바디텍메드,A,43.9,43.9,제조업
바로코사,A,28.8,28.8,도매 및 소매업
바른손이앤에이,A,30.2,30.2,정보통신업
바른전자,A,34.8,34.8,제조업
바른테크놀로지,A,10.8,10.8,제조업
바이넥스,A,41.7,41.7,제조업
바이로메드,A,3.2,3.2,"전문, 과학 및 기술 서비스업"
바이오니아,A,31.1,31.1,제조업
바이오데이즈,A,26.7,26.7,제조업
바이오로그디바이스,A,48.2,48.2,제조업
바이오리더스,A,5,5,"전문, 과학 및 기술 서비스업"
바이오빌,A,34.9,34.9,제조업
서울개인택시복지법인,A,-26,-26,도매 및 소매업
바이오스마트,A,42.3,42.3,제조업
플렉스파워에이더블유에스,A,-24.1,-24.1,도매 및 소매업
미원홀딩스,A,-23.8,-23.8,금융 및 보험업
바이오이즈,A,13.5,13.5,제조업
바이오인프라생명과학,A,35.2,35.2,"전문, 과학 및 기술 서비스업"
바이오제네틱스,A,51.2,51.2,제조업
바이오제닉스,A,16.5,16.5,제조업
바이오코아,A,12.9,12.9,"전문, 과학 및 기술 서비스업"
바이오톡스텍,A,25.6,25.6,"전문, 과학 및 기술 서비스업"
바이오프로테크,A,25.3,25.3,제조업
바이온,A,41.3,41.3,도매 및 소매업
바텍,A,60,60.6,제조업
배럴,A,26.5,26.5,제조업
백광산업,A,43.8,43.8,제조업
백광소재,A,26.6,26.6,제조업
백금티앤에이,A,37.7,37.7,제조업
백산,A,34.3,34.3,제조업
범양건영,A,44.8,44.8,건설업
범양사,A,42.2,42.2,제조업
베셀,A,42.4,42.4,제조업
벽산,A,41.8,41.8,제조업
보광산업,A,47.3,47.3,광업
보라티알,A,26.4,26.4,도매 및 소매업
보락,A,27.4,27.4,제조업
보령메디앙스,A,23.8,23.8,제조업
보령엘엔지터미널,A,60,62,"전기, 가스, 증기 및 공기 조절 공급업"
보령제약,A,27.3,27.3,제조업
보성,A,60,77.2,건설업
보성파워텍,A,30.8,30.8,제조업
보진재,A,21,21,제조업
보해양조,A,16.2,16.2,제조업
볼빅,A,0,0,제조업
부광약품,A,42,42,제조업
부국증권,A,60,67.6,금융 및 보험업
부국철강,A,35.2,35.2,제조업
부방,A,41.1,41.1,금융 및 보험업
부산도시가스,A,17.1,17.1,"전기, 가스, 증기 및 공기 조절 공급업"
부산도시공사,A,32,32,건설업
부산산업,A,33.5,33.5,제조업
부산은행,A,43,43,금융 및 보험업
부산주공,A,25,25,제조업
부-스타,A,29.6,29.6,제조업
불교텔레비전,A,13.1,13.1,정보통신업
뷰웍스,A,30.6,30.6,제조업
브레인콘텐츠,A,42.6,42.6,정보통신업
브리지텍,A,27.3,27.3,정보통신업
브이원텍,A,23.6,23.6,제조업
블루콤,A,28.1,28.1,제조업
블루홀,A,60,60.9,정보통신업
비나텍,A,9.2,9.2,제조업
비덴트,A,31.4,31.4,제조업
비디아이,A,14.8,14.8,제조업
비보존,A,12.3,12.3,"전문, 과학 및 기술 서비스업"
비상교육,A,6.6,6.6,정보통신업
비씨월드제약,A,25,25,제조업
비아트론,A,24,24,제조업
비에이치,A,18.4,18.4,제조업
비에이치아이,A,56.1,56.1,제조업
비에프테크,A,26.4,26.4,제조업
비엔디생활건강,A,33.4,33.4,제조업
비엠더블유파이낸셜서비스코리아,A,52.1,52.1,금융 및 보험업
비엠티,A,15.5,15.5,제조업
비즈니스온커뮤니케이션,A,31.2,31.2,정보통신업
비지에프,A,31.4,31.4,도매 및 소매업
비츠로셀,A,31.8,31.8,제조업
비트컴퓨터,A,17.4,17.4,정보통신업
비플라이소프트,A,43.6,43.6,정보통신업
비피유홀딩스,A,25.6,25.6,정보통신업
빅솔론,A,28.3,28.3,제조업
빅텍,A,27.3,27.3,제조업
빅토리콘텐츠,A,39.7,39.7,정보통신업
빙그레,A,19.9,19.9,제조업
빛샘전자,A,41.6,41.6,제조업
뿌리깊은나무들,A,43.9,43.9,정보통신업
사람인에이치알,A,30.3,30.3,정보통신업
사우스케이프,A,14.7,14.7,부동산업
사조대림,A,11.5,11.5,제조업
사조동아원,A,36.5,36.5,제조업
사조산업,A,45.8,45.8,"농업, 임업 및 어업"
사조씨푸드,A,17.7,17.7,제조업
사조오양,A,21.4,21.4,"농업, 임업 및 어업"
사조해표,A,37.7,37.7,제조업
사파이어테크놀로지,A,12.3,12.3,제조업
산은캐피탈,A,47.3,47.3,금융 및 보험업
삼강엠앤티,A,33.2,33.2,제조업
삼광글라스,A,23.3,23.3,제조업
삼기오토모티브,A,9.7,9.7,제조업
삼륭물산,A,15,15,제조업
삼미,A,35.2,35.2,도매 및 소매업
삼보모터스,A,22.9,22.9,제조업
삼보산업,A,47.1,47.1,제조업
삼보오토,A,43.2,43.2,제조업
삼보이엔씨,A,46.8,46.8,건설업
삼보컴퓨터,A,39.4,39.4,제조업
삼보판지,A,37.4,37.4,제조업
삼본정밀전자,A,32.1,32.1,제조업
삼부토건,A,58.5,58.5,건설업
삼성SDI,A,21.5,21.5,제조업
진로발효,A,-20.8,-20.8,제조업
삼성메디슨,A,21.4,21.4,제조업
삼성물산,A,35.1,35.1,도매 및 소매업
삼성바이오로직스,A,29.6,29.6,제조업
삼성생명보험,A,34.3,34.3,금융 및 보험업
삼성에스디에스,A,22.5,22.5,정보통신업
삼성엔지니어링,A,28.3,28.3,"전문, 과학 및 기술 서비스업"
삼성전기,A,25.6,25.6,제조업
삼성전자,A,30.7,30.7,제조업
삼성제약,A,28.1,28.1,제조업
삼성중공업,A,33.6,33.6,제조업
삼성증권,A,35.1,35.1,금융 및 보험업
삼성출판사,A,44.3,44.3,정보통신업
삼성카드,A,38.5,38.5,금융 및 보험업
삼성화재해상보험,A,47.1,47.1,금융 및 보험업
삼아알미늄,A,32.7,32.7,제조업
삼아제약,A,29.8,29.8,제조업
삼양사,A,37.1,37.1,제조업
삼양식품,A,18.9,18.9,제조업
삼양옵틱스,A,35.3,35.3,제조업
삼양통상,A,35,35,제조업
삼양패키징,A,39.7,39.7,제조업
삼양홀딩스,A,34.4,34.4,금융 및 보험업
삼영무역,A,49.2,49.2,도매 및 소매업
삼영엠텍,A,31,31,제조업
삼영이엔씨,A,42.8,42.8,제조업
삼영전자공업,A,40.8,40.8,제조업
삼영화학공업,A,28.2,28.2,제조업
삼우씨엠건축사사무소,A,50.7,50.7,"전문, 과학 및 기술 서비스업"
삼우엠스,A,53.1,53.1,제조업
삼원강재,A,48.8,48.8,제조업
삼원테크,A,33.4,33.4,제조업
삼익THK,A,30.6,30.6,제조업
삼일,A,26.9,26.9,운수 및 창고업
삼일기업공사,A,-20.2,-20.2,건설업
삼일제약,A,32.1,32.1,제조업
삼정펄프,A,30.4,30.4,제조업
삼중테크,A,30.7,30.7,제조업
삼지전자,A,60,65.9,제조업
삼진,A,49.4,49.4,제조업
삼진엘앤디,A,34.4,34.4,제조업
삼진제약,A,29,29,제조업
삼천당제약,A,41,41,제조업
삼천리,A,25.6,25.6,"전기, 가스, 증기 및 공기 조절 공급업"
삼천리자전거,A,26.7,26.7,도매 및 소매업
삼표시멘트,A,36.9,36.9,제조업
삼현철강,A,60,62.4,제조업
삼호,A,30.4,30.4,건설업
삼호개발,A,41.5,41.5,건설업
삼화네트웍스,A,38,38,정보통신업
삼화왕관,A,31.8,31.8,제조업
삼화전기,A,43.6,43.6,제조업
삼화전자공업,A,21.4,21.4,제조업
삼화콘덴서공업,A,16.7,16.7,제조업
삼화페인트공업,A,20.7,20.7,제조업
삼환기업,A,33.8,33.8,건설업
삼흥,A,45.8,45.8,"예술, 스포츠 및 여가관련 서비스업"
상보,A,19.1,19.1,제조업
상신브레이크,A,25,25,제조업
상신이디피,A,6.4,6.4,제조업
상신전자,A,25.3,25.3,제조업
상아프론테크,A,28,28,제조업
새로닉스,A,41.8,41.8,제조업
새론오토모티브,A,42.5,42.5,제조업
새롬정보시스템,A,17.9,17.9,정보통신업
샘코,A,36.4,36.4,제조업
샘표식품,A,28,28,제조업
서광,A,13.1,13.1,제조업
서린바이오사이언스,A,2,2,도매 및 소매업
서부티엔디,A,39.5,39.5,도매 및 소매업
서산,A,8.1,8.1,제조업
서암기계공업,A,44.7,44.7,제조업
서연,A,35.2,35.2,금융 및 보험업
씨앤케이인터내셔널,A,-19.8,-19.8,광업
서연전자,A,6.7,6.7,제조업
서연탑메탈,A,16.8,16.8,제조업
진양폴리우레탄,A,-19.6,-19.6,제조업
서울도시가스,A,46.4,46.4,"전기, 가스, 증기 및 공기 조절 공급업"
서울리거,A,32.3,32.3,제조업
서울바이오시스,A,15.5,15.5,제조업
서울반도체,A,17.2,17.2,제조업
서울식품공업,A,36.4,36.4,제조업
서울신문사,A,17.2,17.2,정보통신업
서울옥션,A,12,12,도매 및 소매업
서울전자통신,A,55.4,55.4,제조업
서울제약,A,37.8,37.8,제조업
서원,A,33.3,33.3,제조업
서원인텍,A,34.6,34.6,제조업
서전기전,A,23.6,23.6,제조업
서주산업개발,A,37.1,37.1,숙박 및 음식점업
서진오토모티브,A,50,50,제조업
서진캠,A,40.5,40.5,제조업
오션브릿지,A,-19.5,-19.5,제조업
서한,A,39.3,39.3,건설업
서호전기,A,47.3,47.3,제조업
서흥,A,31.7,31.7,제조업
서희건설,A,60,60.3,건설업
선광,A,28.2,28.2,운수 및 창고업
선데이토즈,A,34,34,정보통신업
선도전기,A,47.8,47.8,제조업
선바이오,A,-19.4,-19.4,제조업
선운,A,27,27,"예술, 스포츠 및 여가관련 서비스업"
선익시스템,A,35.1,35.1,제조업
선진,A,31.7,31.7,제조업
선창산업,A,20.8,20.8,제조업
성광벤드,A,33.7,33.7,제조업
성남시민프로축구단,A,32,32,"예술, 스포츠 및 여가관련 서비스업"
성도이엔지,A,30.7,30.7,"전문, 과학 및 기술 서비스업"
성문전자,A,20.4,20.4,제조업
성보화학,A,37,37,제조업
성신양회,A,53.4,53.4,제조업
성안,A,41.6,41.6,제조업
성우전자,A,38.2,38.2,제조업
성우테크론,A,38.9,38.9,제조업
성우하이텍,A,23.7,23.7,제조업
성원,A,35,35,제조업
성원아이북랜드,A,51.2,51.2,교육 서비스업
성지건설,A,49.4,49.4,건설업
성창기업지주,A,2.1,2.1,"전문, 과학 및 기술 서비스업"
성창오토텍,A,23.1,23.1,제조업
성호전자,A,38.3,38.3,제조업
키이스트,A,-18.8,-18.8,정보통신업
세동,A,8.2,8.2,제조업
세메스,A,28.5,28.5,제조업
세명전기공업,A,37.5,37.5,제조업
세명테크,A,1.9,1.9,제조업
세미스트,A,33.4,33.4,제조업
세미콘라이트,A,25.7,25.7,제조업
세방,A,30.6,30.6,운수 및 창고업
세방전지,A,50,50,제조업
세보엠이씨,A,32.4,32.4,건설업
세신버팔로,A,33.3,33.3,제조업
세아베스틸,A,44.6,44.6,제조업
세아제강,A,46.3,46.3,제조업
세아창원특수강,A,27.5,27.5,제조업
세아특수강,A,59.5,59.5,제조업
세아홀딩스,A,33.5,33.5,금융 및 보험업
세우글로벌,A,24.6,24.6,도매 및 소매업
세운메디칼,A,22.8,22.8,제조업
세원,A,23.7,23.7,제조업
세원물산,A,25.4,25.4,제조업
세원셀론텍,A,43.1,43.1,제조업
세이브존아이앤씨,A,28.3,28.3,도매 및 소매업
세종공업,A,26,26,제조업
세종머티리얼즈,A,37.5,37.5,제조업
세종텔레콤,A,36.5,36.5,정보통신업
세중,A,20,20,"사업시설 관리, 사업 지원 및 임대 서비스업"
세진중공업,A,46,46,제조업
세진티에스,A,7.1,7.1,제조업
세코닉스,A,23.8,23.8,제조업
세하,A,44.6,44.6,제조업
세화아이엠씨,A,10.8,10.8,제조업
세화피앤씨,A,41.3,41.3,제조업
센트럴시티,A,21.3,21.3,운수 및 창고업
셀루메드,A,27.6,27.6,제조업
셀바스에이아이,A,27.2,27.2,정보통신업
셀바스헬스케어,A,22.6,22.6,제조업
셀트리온,A,14.2,14.2,제조업
셀트리온스킨큐어,A,29.8,29.8,도매 및 소매업
셀트리온제약,A,39.9,39.9,제조업
셀트리온헬스케어,A,60,66.1,도매 및 소매업
소리바다,A,30.4,30.4,정보통신업
소프트센,A,36.7,36.7,도매 및 소매업
소프트캠프,A,29.8,29.8,정보통신업
손오공,A,27.3,27.3,제조업
솔고바이오메디칼,A,42.5,42.5,제조업
솔루에타,A,27.4,27.4,제조업
솔본,A,50,50,"전문, 과학 및 기술 서비스업"
솔브레인,A,23.6,23.6,제조업
솔트웍스,A,25.2,25.2,정보통신업
송원산업,A,32.3,32.3,제조업
쇼박스,A,9.6,9.6,정보통신업
수산아이앤티,A,36.4,36.4,정보통신업
수산중공업,A,35.9,35.9,제조업
수성,A,50.3,50.3,제조업
수양켐텍,A,1.2,1.2,제조업
수자원기술,A,37.3,37.3,건설업
수젠텍,A,21.5,21.5,제조업
쉬프트정보통신,A,37.6,37.6,정보통신업
슈프리마,A,30.9,30.9,제조업
슈프리마에이치큐,A,32.2,32.2,금융 및 보험업
슈피겐코리아,A,27,27,제조업
스맥,A,27.9,27.9,제조업
스카이문스테크놀로지,A,31,31,제조업
스킨앤스킨,A,52.5,52.5,제조업
스타플렉스,A,25.1,25.1,제조업
스템랩,A,38,38,"전문, 과학 및 기술 서비스업"
스튜디오드래곤,A,34.9,34.9,정보통신업
스틸플라워,A,14.6,14.6,제조업
스페이스솔루션,A,9.5,9.5,정보통신업
스페코,A,18.5,18.5,제조업
승일,A,30.1,30.1,제조업
시공테크,A,25.6,25.6,"전문, 과학 및 기술 서비스업"
시그네틱스,A,10.2,10.2,제조업
시그넷이브이,A,20,20,제조업
시냅스엠,A,39.4,39.4,정보통신업
시너지이노베이션,A,26.2,26.2,제조업
시노펙스,A,34.5,34.5,제조업
시벨코코리아,A,4.9,4.9,제조업
시스웍,A,49.2,49.2,제조업
시큐브,A,29.7,29.7,정보통신업
시큐센,A,40.2,40.2,정보통신업
시큐아이,A,20,20,정보통신업
신대양제지,A,37,37,제조업
신도리코,A,27.4,27.4,제조업
신라교역,A,17.9,17.9,"농업, 임업 및 어업"
신라섬유,A,43.1,43.1,부동산업
신라에스지,A,29.3,29.3,제조업
신라젠,A,15.8,15.8,"전문, 과학 및 기술 서비스업"
신비앤텍,A,48.7,48.7,제조업
신성델타테크,A,14.3,14.3,제조업
신성이엔지,A,29.3,29.3,제조업
신세계,A,51.3,51.3,도매 및 소매업
신세계건설,A,35.6,35.6,건설업
신세계동대구복합환승센터,A,60,60.2,도매 및 소매업
신세계아이앤씨,A,31.9,31.9,정보통신업
신세계인터내셔날,A,30.5,30.5,도매 및 소매업
신세계톰보이,A,13.6,13.6,도매 및 소매업
신세계푸드,A,37.8,37.8,숙박 및 음식점업
신송홀딩스,A,44.9,44.9,금융 및 보험업
신스타임즈,A,43.2,43.2,정보통신업
신신제약,A,25.5,25.5,제조업
신영건설,A,60,67,건설업
